Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Area
904,44,Male,Jacket,Outerwear,45,Washington,Blue,Winter,West
906,46,Male,Dress,Clothing,68,Mississippi,Cyan,Spring,East
907,41,Male,Pants,Clothing,56,South Carolina,Red,Spring,East
908,32,Male,Sweater,Clothing,43,Missouri,Cyan,Winter,East
909,26,Male,Sunglasses,Accessories,99,New Jersey,Turquoise,Winter,East
910,61,Male,Belt,Accessories,56,Louisiana,Silver,Fall,East
911,49,Male,Hoodie,Clothing,25,South Carolina,Pink,Spring,East
912,53,Male,Pants,Clothing,74,Vermont,Black,Winter,East
913,24,Male,Hoodie,Clothing,56,Arkansas,Green,Winter,East
914,37,Male,Sneakers,Footwear,47,Utah,Yellow,Fall,West
915,43,Male,Dress,Clothing,67,Washington,Purple,Summer,West
916,31,Male,Dress,Clothing,22,Rhode Island,Purple,Winter,East
917,49,Male,Jeans,Clothing,34,Illinois,Blue,Spring,East
918,69,Male,Sweater,Clothing,64,Missouri,Maroon,Spring,East
919,65,Male,Shorts,Clothing,42,North Carolina,Orange,Spring,East
920,41,Male,Shirt,Clothing,82,Massachusetts,Green,Winter,East
921,37,Male,Belt,Accessories,81,Arkansas,Gold,Summer,East
922,70,Male,Coat,Outerwear,24,South Dakota,Silver,Summer,West
923,63,Male,Sneakers,Footwear,60,Georgia,Cyan,Fall,East
924,55,Male,Shirt,Clothing,24,Arkansas,Silver,Spring,East
925,52,Male,Socks,Clothing,78,Kansas,Beige,Winter,West
926,22,Male,Jeans,Clothing,88,Arizona,Teal,Winter,West
927,54,Male,Jeans,Clothing,63,Massachusetts,Green,Spring,East
928,28,Male,Sneakers,Footwear,78,New Mexico,Black,Summer,West
929,67,Male,Dress,Clothing,37,Arkansas,Yellow,Winter,East
930,59,Male,Boots,Footwear,94,Nebraska,White,Fall,West
932,24,Male,Coat,Outerwear,36,Nebraska,Silver,Winter,West
933,62,Male,Skirt,Clothing,24,Indiana,Blue,Winter,East
934,70,Male,Sneakers,Footwear,84,Colorado,Magenta,Spring,West
935,45,Male,Jeans,Clothing,47,Oregon,Yellow,Spring,West
936,58,Male,Hoodie,Clothing,51,Ohio,White,Fall,East
937,31,Male,Shoes,Footwear,84,Maine,Pink,Summer,East
938,32,Male,Shorts,Clothing,24,Iowa,Magenta,Summer,East
939,36,Male,Blouse,Clothing,97,Wisconsin,Teal,Fall,East
940,25,Male,T-shirt,Clothing,89,New York,Indigo,Winter,East
941,48,Male,Belt,Accessories,44,Colorado,Maroon,Spring,West
942,39,Male,Handbag,Accessories,35,Illinois,Black,Winter,East
943,26,Male,Dress,Clothing,91,Arizona,Cyan,Winter,West
944,32,Male,Hat,Accessories,63,Oklahoma,Cyan,Winter,West
945,54,Male,Belt,Accessories,97,Indiana,Gray,Spring,East
946,38,Male,Boots,Footwear,38,Minnesota,Violet,Summer,East
947,46,Male,Coat,Outerwear,24,Pennsylvania,Blue,Spring,East
948,57,Male,Blouse,Clothing,32,Indiana,Charcoal,Winter,East
949,49,Male,Hat,Accessories,90,Alabama,Olive,Summer,East
950,33,Male,Jeans,Clothing,36,Montana,Olive,Summer,West
951,54,Male,Backpack,Accessories,37,New Mexico,Turquoise,Winter,West
953,36,Male,Hat,Accessories,71,Idaho,Red,Fall,West
954,68,Male,Sunglasses,Accessories,50,Utah,Cyan,Spring,West
955,60,Male,Hat,Accessories,74,Louisiana,Turquoise,Fall,East
956,55,Male,Dress,Clothing,75,Mississippi,Lavender,Summer,East
957,29,Male,Shirt,Clothing,99,Mississippi,Cyan,Spring,East
958,38,Male,Scarf,Accessories,23,Indiana,Violet,Spring,East
959,70,Male,Sneakers,Footwear,53,Washington,Beige,Winter,West
960,36,Male,Skirt,Clothing,99,Nevada,Cyan,Spring,West
961,18,Male,Jewelry,Accessories,48,Louisiana,Indigo,Spring,East
962,62,Male,Boots,Footwear,72,Pennsylvania,Olive,Fall,East
963,29,Male,Sunglasses,Accessories,64,Michigan,Green,Spring,East
964,21,Male,Boots,Footwear,63,South Carolina,Green,Spring,East
965,42,Male,Sandals,Footwear,51,Arizona,Beige,Spring,West
966,43,Male,Boots,Footwear,55,Delaware,Black,Spring,East
967,58,Male,Dress,Clothing,55,Kentucky,Brown,Spring,East
968,27,Male,Hoodie,Clothing,26,Georgia,Silver,Summer,East
969,57,Male,Shorts,Clothing,67,North Carolina,Gray,Summer,East
970,40,Male,Coat,Outerwear,31,California,Pink,Fall,West
971,45,Male,Jeans,Clothing,66,California,Maroon,Winter,West
972,47,Male,Sunglasses,Accessories,67,Indiana,Cyan,Summer,East
973,61,Male,Sneakers,Footwear,61,Colorado,Gold,Winter,West
974,60,Male,Jacket,Outerwear,75,Colorado,Teal,Fall,West
975,69,Male,Skirt,Clothing,90,North Carolina,Beige,Spring,East
976,58,Male,Sweater,Clothing,40,Washington,Olive,Summer,West
977,34,Male,T-shirt,Clothing,90,Florida,Gray,Fall,East
978,20,Male,Belt,Accessories,20,Washington,Black,Spring,West
979,56,Male,Gloves,Accessories,40,Colorado,Turquoise,Summer,West
980,64,Male,Hat,Accessories,33,New Hampshire,Brown,Fall,East
981,56,Male,Boots,Footwear,98,Maryland,Magenta,Spring,East
982,27,Male,Belt,Accessories,42,Maryland,Silver,Spring,East
983,35,Male,Coat,Outerwear,62,Texas,Red,Summer,West
984,24,Male,Hat,Accessories,45,New Mexico,Indigo,Winter,West
985,26,Male,Shoes,Footwear,78,Utah,Green,Summer,West
986,32,Male,Handbag,Accessories,80,West Virginia,Gray,Fall,East
987,54,Male,Scarf,Accessories,96,Connecticut,Peach,Spring,East
988,62,Male,Handbag,Accessories,47,West Virginia,Charcoal,Summer,East
989,50,Male,Pants,Clothing,84,Ohio,Orange,Winter,East
990,70,Male,Shoes,Footwear,31,Texas,Beige,Spring,West
991,48,Male,Sunglasses,Accessories,63,Washington,Yellow,Spring,West
992,20,Male,Shorts,Clothing,97,Wisconsin,White,Spring,East
993,46,Male,Jacket,Outerwear,99,Louisiana,Gray,Winter,East
994,51,Male,Sandals,Footwear,90,Iowa,Peach,Winter,East
995,53,Male,Shoes,Footwear,68,New York,Violet,Fall,East
996,44,Male,Jewelry,Accessories,80,Idaho,Magenta,Spring,West
997,29,Male,Sandals,Footwear,91,Delaware,Maroon,Summer,East
998,64,Male,Pants,Clothing,30,Kentucky,Cyan,Spring,East
999,51,Male,Shoes,Footwear,90,Connecticut,White,Spring,East
1000,50,Male,Socks,Clothing,28,New Mexico,Brown,Spring,West
1001,43,Male,Socks,Clothing,46,Georgia,Red,Winter,East
1002,61,Male,Dress,Clothing,60,Washington,Orange,Fall,West
1003,55,Male,Shoes,Footwear,59,North Dakota,White,Spring,West
1004,56,Male,Hat,Accessories,68,Ohio,Green,Fall,East
1005,33,Male,Backpack,Accessories,79,Tennessee,Black,Summer,East
1006,43,Male,Backpack,Accessories,94,New York,Gold,Winter,East
1007,21,Male,Pants,Clothing,83,Michigan,Lavender,Summer,East
1008,58,Male,Gloves,Accessories,62,Georgia,Turquoise,Spring,East
1009,41,Male,Scarf,Accessories,85,New Mexico,Pink,Spring,West
1010,39,Male,Hoodie,Clothing,30,Louisiana,Silver,Summer,East
1011,54,Male,Jeans,Clothing,24,South Dakota,Gray,Spring,West
1012,43,Male,Backpack,Accessories,25,Montana,Indigo,Spring,West
1013,28,Male,Sandals,Footwear,37,New Mexico,Teal,Summer,West
1014,59,Male,Belt,Accessories,69,South Carolina,Green,Summer,East
1015,28,Male,Shoes,Footwear,97,Ohio,Violet,Summer,East
1016,68,Male,Gloves,Accessories,24,North Carolina,Cyan,Summer,East
1017,20,Male,Belt,Accessories,30,Idaho,Blue,Summer,West
1018,21,Male,Jacket,Outerwear,53,Oklahoma,Orange,Fall,West
1019,50,Male,Dress,Clothing,70,Georgia,Charcoal,Spring,East
1020,32,Male,Shirt,Clothing,76,Kentucky,Beige,Winter,East
1021,24,Male,Scarf,Accessories,95,Delaware,Black,Fall,East
1022,55,Male,Coat,Outerwear,51,Massachusetts,Lavender,Winter,East
1023,61,Male,Handbag,Accessories,41,Nebraska,Lavender,Winter,West
1024,61,Male,Sunglasses,Accessories,71,Maine,Turquoise,Winter,East
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,Purple,Summer,East
1026,60,Male,Shirt,Clothing,84,Nebraska,Olive,Winter,West
1027,49,Male,Handbag,Accessories,95,Virginia,Turquoise,Winter,East
1028,33,Male,Jewelry,Accessories,90,Ohio,Teal,Summer,East
1029,45,Male,Hoodie,Clothing,36,Nebraska,Lavender,Summer,West
1030,29,Male,Gloves,Accessories,22,Ohio,Purple,Spring,East
1031,58,Male,Coat,Outerwear,89,Kentucky,Blue,Winter,East
1032,22,Male,Sandals,Footwear,50,Tennessee,Teal,Spring,East
1033,55,Male,Boots,Footwear,36,Maine,Lavender,Fall,East
1034,19,Male,Pants,Clothing,52,Montana,Silver,Spring,West
1035,68,Male,Socks,Clothing,29,Maryland,Olive,Fall,East
1036,61,Male,Blouse,Clothing,89,Georgia,Brown,Fall,East
1038,52,Male,Jewelry,Accessories,25,Rhode Island,Brown,Spring,East
1039,41,Male,Pants,Clothing,74,Nebraska,Cyan,Fall,West
1040,29,Male,Belt,Accessories,46,Michigan,Magenta,Fall,East
1041,68,Male,Jeans,Clothing,22,North Carolina,Magenta,Fall,East
1042,36,Male,Shirt,Clothing,25,Minnesota,Orange,Summer,East
1043,55,Male,Belt,Accessories,80,Maryland,Maroon,Spring,East
1045,39,Male,Jeans,Clothing,30,Oregon,Teal,Summer,West
1046,54,Male,Sweater,Clothing,79,New Mexico,Black,Fall,West
1047,40,Male,Sneakers,Footwear,22,Illinois,Magenta,Winter,East
1048,31,Male,Socks,Clothing,36,Utah,Olive,Fall,West
1049,30,Male,Socks,Clothing,77,Maine,Yellow,Fall,East
1050,45,Male,Sunglasses,Accessories,33,Virginia,Purple,Fall,East
1051,48,Male,Sneakers,Footwear,64,Florida,Beige,Winter,East
1052,45,Male,Socks,Clothing,53,Ohio,Indigo,Fall,East
1053,60,Male,Shoes,Footwear,36,Virginia,Pink,Fall,East
1054,59,Male,Blouse,Clothing,70,Kansas,Blue,Spring,West
1055,18,Male,Shorts,Clothing,96,Arkansas,Cyan,Winter,East
1056,70,Male,Jacket,Outerwear,27,Massachusetts,Orange,Spring,East
1057,20,Male,Sweater,Clothing,64,Idaho,Black,Winter,West
1058,65,Male,Jacket,Outerwear,23,Wisconsin,Maroon,Spring,East
1059,29,Male,Scarf,Accessories,33,New Mexico,Violet,Summer,West
1060,22,Male,Jacket,Outerwear,34,North Carolina,Beige,Winter,East
1061,27,Male,Sweater,Clothing,35,Iowa,Gray,Summer,East
1062,36,Male,Coat,Outerwear,62,Idaho,Gray,Summer,West
1063,59,Male,Boots,Footwear,75,Ohio,Brown,Fall,East
1064,62,Male,Hoodie,Clothing,29,Alabama,Indigo,Summer,East
1065,34,Male,Hat,Accessories,28,Wyoming,Violet,Spring,West
1066,59,Male,T-shirt,Clothing,20,Alabama,Blue,Spring,East
1067,49,Male,Coat,Outerwear,96,Mississippi,Red,Winter,East
1068,18,Male,Dress,Clothing,43,Pennsylvania,Peach,Summer,East
1069,55,Male,Shirt,Clothing,94,Wyoming,Olive,Fall,West
1070,38,Male,Skirt,Clothing,81,Maryland,White,Fall,East
1071,50,Male,Jewelry,Accessories,75,North Carolina,Magenta,Summer,East
1072,61,Male,Hat,Accessories,81,Pennsylvania,Beige,Summer,East
1073,48,Male,Shorts,Clothing,92,Idaho,Gold,Fall,West
1074,22,Male,Scarf,Accessories,96,California,Purple,Spring,West
1075,48,Male,Jewelry,Accessories,71,Tennessee,White,Fall,East
1076,57,Male,Sunglasses,Accessories,50,Missouri,Indigo,Summer,East
1077,33,Male,Coat,Outerwear,72,North Dakota,Charcoal,Spring,West
1078,58,Male,Jacket,Outerwear,28,West Virginia,Pink,Winter,East
1079,37,Male,Sweater,Clothing,59,Arizona,Silver,Fall,West
1080,18,Male,Coat,Outerwear,33,Oklahoma,Blue,Summer,West
1081,65,Male,Scarf,Accessories,59,Pennsylvania,Blue,Fall,East
1082,62,Male,Belt,Accessories,30,Idaho,Brown,Spring,West
1083,54,Male,Hat,Accessories,85,South Carolina,Cyan,Winter,East
1084,35,Male,Backpack,Accessories,97,Washington,Teal,Summer,West
1085,34,Male,T-shirt,Clothing,36,Arkansas,Purple,Fall,East
1086,25,Male,Jewelry,Accessories,85,Utah,Turquoise,Winter,West
1088,45,Male,Jeans,Clothing,71,West Virginia,White,Winter,East
1089,49,Male,Pants,Clothing,21,Louisiana,Turquoise,Winter,East
1090,40,Male,Backpack,Accessories,61,Arizona,Silver,Spring,West
1091,38,Male,Scarf,Accessories,58,Connecticut,Violet,Spring,East
1092,44,Male,Sweater,Clothing,80,North Carolina,Lavender,Spring,East
1093,68,Male,Jewelry,Accessories,50,South Dakota,Magenta,Spring,West
1094,60,Male,Sneakers,Footwear,48,Delaware,Indigo,Winter,East
1095,25,Male,Jewelry,Accessories,40,Connecticut,Black,Winter,East
1096,19,Male,Coat,Outerwear,34,Tennessee,Peach,Summer,East
1097,57,Male,Coat,Outerwear,46,New Hampshire,Beige,Fall,East
1098,58,Male,Sunglasses,Accessories,27,Vermont,Black,Summer,East
1099,49,Male,Handbag,Accessories,98,Idaho,Turquoise,Spring,West
1100,19,Male,Sweater,Clothing,73,North Carolina,Peach,Fall,East
1101,50,Male,Pants,Clothing,28,Nevada,Gold,Spring,West
1102,30,Male,Gloves,Accessories,76,Delaware,Silver,Fall,East
1103,52,Male,Sweater,Clothing,83,Texas,Peach,Fall,West
1104,35,Male,Hoodie,Clothing,23,Tennessee,Charcoal,Spring,East
1105,35,Male,Hat,Accessories,28,Delaware,Beige,Fall,East
1106,33,Male,T-shirt,Clothing,83,Massachusetts,Olive,Spring,East
1107,52,Male,Skirt,Clothing,96,Minnesota,Violet,Winter,East
1108,69,Male,Sneakers,Footwear,62,Texas,Peach,Fall,West
1109,27,Male,Shorts,Clothing,25,Nebraska,Teal,Fall,West
1110,66,Male,Hoodie,Clothing,97,Oklahoma,Violet,Winter,West
1111,28,Male,Hoodie,Clothing,61,Texas,Cyan,Fall,West
1112,22,Male,Shoes,Footwear,66,New York,Olive,Summer,East
1113,69,Male,Hoodie,Clothing,67,Washington,Pink,Spring,West
1114,28,Male,Sunglasses,Accessories,80,Maryland,Purple,Summer,East
1115,55,Male,Skirt,Clothing,25,New Hampshire,Violet,Fall,East
1116,30,Male,Hat,Accessories,58,New York,Peach,Fall,East
1118,25,Male,Sunglasses,Accessories,77,California,Lavender,Spring,West
1119,49,Male,Belt,Accessories,65,Indiana,Purple,Summer,East
1120,34,Male,Jewelry,Accessories,36,Louisiana,Indigo,Spring,East
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,Magenta,Winter,East
1122,63,Male,T-shirt,Clothing,58,Florida,Peach,Fall,East
1123,70,Male,Handbag,Accessories,62,North Carolina,Charcoal,Spring,East
1124,36,Male,Hat,Accessories,67,Massachusetts,Purple,Fall,East
1125,42,Male,Sweater,Clothing,20,Iowa,Orange,Spring,East
1126,27,Male,Sandals,Footwear,90,North Dakota,Lavender,Summer,West
1127,23,Male,Scarf,Accessories,58,Iowa,Beige,Winter,East
1128,50,Male,Shirt,Clothing,53,Delaware,Maroon,Spring,East
1129,56,Male,Gloves,Accessories,30,New York,Charcoal,Winter,East
1130,37,Male,Hoodie,Clothing,65,New Hampshire,White,Winter,East
1131,67,Male,Jewelry,Accessories,41,Kentucky,Lavender,Summer,East
1132,67,Male,Shirt,Clothing,73,Illinois,Black,Spring,East
1133,50,Male,Hoodie,Clothing,98,North Carolina,Teal,Spring,East
1134,36,Male,Shoes,Footwear,36,Connecticut,Magenta,Winter,East
1135,62,Male,T-shirt,Clothing,81,Wisconsin,Brown,Summer,East
1136,65,Male,Skirt,Clothing,90,Massachusetts,Peach,Winter,East
1137,23,Male,Handbag,Accessories,83,Illinois,Cyan,Summer,East
1138,46,Male,Shirt,Clothing,91,New Mexico,Pink,Winter,West
1139,18,Male,Pants,Clothing,36,Iowa,Purple,Summer,East
1140,58,Male,Coat,Outerwear,53,Alabama,Purple,Spring,East
1141,31,Male,Jeans,Clothing,39,Maryland,White,Winter,East
1142,39,Male,Gloves,Accessories,33,Ohio,Silver,Winter,East
1143,69,Male,T-shirt,Clothing,76,Ohio,Green,Spring,East
1144,68,Male,Boots,Footwear,23,Nevada,Teal,Winter,West
1145,41,Male,Jeans,Clothing,54,South Carolina,Indigo,Fall,East
1146,31,Male,Sneakers,Footwear,89,Nevada,Pink,Summer,West
1147,48,Male,Sneakers,Footwear,38,Wisconsin,Indigo,Summer,East
1148,59,Male,Hat,Accessories,36,Tennessee,Red,Winter,East
1149,34,Male,Pants,Clothing,66,Florida,Violet,Spring,East
1150,21,Male,Jewelry,Accessories,42,Georgia,Cyan,Spring,East
1151,29,Male,Jewelry,Accessories,36,Kentucky,Red,Winter,East
1152,41,Male,Blouse,Clothing,86,Ohio,Gray,Spring,East
1153,62,Male,Handbag,Accessories,49,Connecticut,Gold,Fall,East
1154,27,Male,Shirt,Clothing,41,Idaho,Pink,Summer,West
1155,49,Male,Dress,Clothing,82,Georgia,Cyan,Spring,East
1156,67,Male,T-shirt,Clothing,53,Tennessee,Red,Fall,East
1158,37,Male,Belt,Accessories,66,Maryland,Charcoal,Fall,East
1159,69,Male,Belt,Accessories,89,Nevada,Orange,Summer,West
1160,66,Male,Handbag,Accessories,55,New Hampshire,Blue,Fall,East
1161,37,Male,Scarf,Accessories,42,North Dakota,Blue,Summer,West
1162,63,Male,Shorts,Clothing,52,Oklahoma,Orange,Fall,West
1163,47,Male,Sandals,Footwear,92,North Carolina,Blue,Winter,East
1164,26,Male,Pants,Clothing,56,Tennessee,White,Summer,East
1165,68,Male,Dress,Clothing,96,Montana,Green,Winter,West
1166,51,Male,T-shirt,Clothing,64,Wisconsin,Silver,Winter,East
1167,48,Male,Dress,Clothing,48,Connecticut,Lavender,Winter,East
1168,60,Male,Socks,Clothing,83,New Jersey,Beige,Summer,East
1169,68,Male,Scarf,Accessories,91,Mississippi,Violet,Summer,East
1170,25,Male,Backpack,Accessories,94,Wyoming,Gray,Fall,West
1171,57,Male,Skirt,Clothing,62,Illinois,Red,Spring,East
1172,41,Male,Socks,Clothing,55,Louisiana,Lavender,Spring,East
1173,59,Male,Coat,Outerwear,68,Oregon,Peach,Spring,West
1174,44,Male,Jewelry,Accessories,76,South Dakota,Indigo,Winter,West
1175,42,Male,Backpack,Accessories,31,Michigan,Black,Winter,East
1176,35,Male,Belt,Accessories,81,New Jersey,Beige,Spring,East
1177,36,Male,Dress,Clothing,83,Oregon,Red,Winter,West
1178,54,Male,Skirt,Clothing,21,Iowa,Black,Spring,East
1179,37,Male,Dress,Clothing,22,South Carolina,Teal,Spring,East
1180,20,Male,T-shirt,Clothing,33,Indiana,Blue,Summer,East
1181,23,Male,Skirt,Clothing,23,Oregon,Beige,Spring,West
1182,61,Male,Shorts,Clothing,96,New York,Teal,Summer,East
1183,37,Male,Jewelry,Accessories,21,New Mexico,Maroon,Spring,West
1184,23,Male,Pants,Clothing,39,Louisiana,Yellow,Spring,East
1185,63,Male,Belt,Accessories,73,South Carolina,Indigo,Fall,East
1186,47,Male,Jeans,Clothing,64,Maine,Magenta,Spring,East
1187,63,Male,Jeans,Clothing,68,Indiana,Beige,Summer,East
1188,56,Male,Hat,Accessories,89,Iowa,Maroon,Fall,East
1189,68,Male,Blouse,Clothing,29,Mississippi,Magenta,Summer,East
1190,64,Male,Shirt,Clothing,97,Arkansas,Teal,Summer,East
1191,62,Male,Shirt,Clothing,45,South Carolina,Orange,Winter,East
1192,34,Male,T-shirt,Clothing,70,Indiana,Charcoal,Winter,East
1193,49,Male,Coat,Outerwear,56,Florida,Turquoise,Summer,East
1195,50,Male,Hoodie,Clothing,46,New York,Teal,Winter,East
1196,25,Male,Scarf,Accessories,95,Texas,White,Winter,West
1197,30,Male,Belt,Accessories,88,North Dakota,Maroon,Winter,West
1198,54,Male,Sneakers,Footwear,92,Vermont,Violet,Fall,East
1199,40,Male,Socks,Clothing,49,New Jersey,Brown,Summer,East
1200,49,Male,Sandals,Footwear,89,Maryland,Indigo,Fall,East
1201,27,Male,Coat,Outerwear,22,Connecticut,Black,Winter,East
1202,27,Male,Shoes,Footwear,61,Illinois,Black,Summer,East
1203,48,Male,Scarf,Accessories,29,Maryland,Olive,Spring,East
1204,40,Male,Sneakers,Footwear,82,Minnesota,Orange,Winter,East
1205,67,Male,Belt,Accessories,94,Florida,Pink,Spring,East
1206,52,Male,Handbag,Accessories,99,California,Olive,Spring,West
1207,22,Male,Handbag,Accessories,59,Mississippi,Cyan,Fall,East
1208,62,Male,Boots,Footwear,90,Washington,White,Summer,West
1209,20,Male,Boots,Footwear,100,Wisconsin,Red,Winter,East
1210,41,Male,Pants,Clothing,62,Pennsylvania,Blue,Winter,East
1211,34,Male,Sunglasses,Accessories,78,Missouri,Olive,Fall,East
1212,23,Male,Hoodie,Clothing,94,Oklahoma,Green,Spring,West
1213,32,Male,Shoes,Footwear,74,Pennsylvania,Yellow,Summer,East
1214,68,Male,Handbag,Accessories,52,Kentucky,Black,Spring,East
1215,30,Male,Jacket,Outerwear,81,Vermont,Blue,Fall,East
1216,66,Male,Blouse,Clothing,20,Oregon,Pink,Winter,West
1217,62,Male,Pants,Clothing,32,Utah,Lavender,Summer,West
1218,50,Male,Boots,Footwear,63,Nebraska,Cyan,Fall,West
1219,55,Male,Boots,Footwear,79,Pennsylvania,Cyan,Spring,East
1220,19,Male,Sweater,Clothing,23,Vermont,Gold,Winter,East
1221,67,Male,Gloves,Accessories,64,Kentucky,Green,Winter,East
1222,18,Male,Socks,Clothing,69,Iowa,Red,Winter,East
1223,58,Male,Jeans,Clothing,69,Indiana,Magenta,Fall,East
1224,69,Male,Pants,Clothing,24,Kansas,Red,Winter,West
1225,62,Male,Shorts,Clothing,50,Illinois,Yellow,Summer,East
1226,28,Male,Gloves,Accessories,97,North Carolina,Turquoise,Fall,East
1227,53,Male,Sandals,Footwear,91,Ohio,Cyan,Fall,East
1228,27,Male,Blouse,Clothing,37,Illinois,Yellow,Spring,East
1229,55,Male,Jacket,Outerwear,55,Indiana,Yellow,Winter,East
1230,34,Male,Jewelry,Accessories,52,Kansas,Maroon,Winter,West
1231,25,Male,Hat,Accessories,80,Illinois,Brown,Spring,East
1232,66,Male,Socks,Clothing,79,Pennsylvania,Gold,Spring,East
1233,57,Male,Handbag,Accessories,23,New York,Charcoal,Summer,East
1234,46,Male,Pants,Clothing,73,Utah,Beige,Winter,West
1235,38,Male,Gloves,Accessories,99,New Jersey,Indigo,Fall,East
1236,23,Male,Sweater,Clothing,22,Idaho,Red,Spring,West
1237,42,Male,Hat,Accessories,68,New Mexico,White,Summer,West
1238,25,Male,Dress,Clothing,92,Michigan,Charcoal,Spring,East
1239,55,Male,Pants,Clothing,77,Wyoming,Violet,Winter,West
1240,62,Male,Coat,Outerwear,37,New Jersey,Magenta,Spring,East
1241,41,Male,Scarf,Accessories,79,New Jersey,White,Winter,East
1243,56,Male,Socks,Clothing,27,Nevada,Lavender,Summer,West
1244,25,Male,Blouse,Clothing,23,New Hampshire,Pink,Spring,East
1245,70,Male,Socks,Clothing,76,Indiana,Silver,Summer,East
1246,42,Male,Dress,Clothing,31,New York,Violet,Fall,East
1247,27,Male,Hoodie,Clothing,60,Louisiana,Charcoal,Winter,East
1248,65,Male,T-shirt,Clothing,99,Virginia,Charcoal,Spring,East
1249,62,Male,Hat,Accessories,37,Wisconsin,Red,Winter,East
1250,62,Male,Boots,Footwear,50,Oregon,Peach,Winter,West
1251,52,Male,Jeans,Clothing,26,New Hampshire,Purple,Winter,East
1252,56,Male,Shorts,Clothing,86,Indiana,Orange,Spring,East
1253,28,Male,Sandals,Footwear,41,Massachusetts,Magenta,Fall,East
1254,39,Male,Sandals,Footwear,23,Montana,Red,Winter,West
1255,54,Male,Sneakers,Footwear,56,California,Black,Spring,West
1256,30,Male,Hat,Accessories,68,Indiana,Peach,Fall,East
1257,45,Male,Coat,Outerwear,48,West Virginia,Olive,Winter,East
1258,68,Male,Dress,Clothing,67,Minnesota,Gold,Spring,East
1259,47,Male,Boots,Footwear,87,Ohio,Gold,Spring,East
1260,68,Male,Skirt,Clothing,64,Minnesota,Turquoise,Fall,East
1261,63,Male,Shirt,Clothing,93,Virginia,Green,Spring,East
1262,20,Male,Shirt,Clothing,29,Connecticut,Maroon,Summer,East
1263,29,Male,Boots,Footwear,62,Tennessee,Brown,Winter,East
1264,41,Male,Hoodie,Clothing,70,Delaware,Brown,Winter,East
1265,52,Male,Sweater,Clothing,92,Vermont,Blue,Winter,East
1266,32,Male,Shirt,Clothing,79,Louisiana,Lavender,Spring,East
1267,20,Male,Blouse,Clothing,31,North Dakota,Peach,Fall,West
1268,47,Male,T-shirt,Clothing,83,Oregon,Gray,Spring,West
1269,23,Male,Jacket,Outerwear,88,Idaho,Charcoal,Winter,West
1270,43,Male,Jewelry,Accessories,53,Vermont,Lavender,Spring,East
1271,67,Male,Hoodie,Clothing,98,West Virginia,Green,Fall,East
1272,70,Male,Jewelry,Accessories,57,Kentucky,Gray,Spring,East
1273,35,Male,Sandals,Footwear,80,Wisconsin,Orange,Winter,East
1274,41,Male,Jeans,Clothing,29,Mississippi,Silver,Spring,East
1275,54,Male,Hat,Accessories,73,Missouri,Olive,Spring,East
1276,55,Male,Sweater,Clothing,32,Arkansas,Turquoise,Fall,East
1277,51,Male,Boots,Footwear,68,Wyoming,Turquoise,Spring,West
1278,19,Male,Blouse,Clothing,97,Rhode Island,Green,Spring,East
1279,28,Male,Shorts,Clothing,98,Utah,Violet,Fall,West
1280,63,Male,Hoodie,Clothing,56,Maryland,Charcoal,Fall,East
1281,30,Male,Pants,Clothing,78,Georgia,White,Winter,East
1282,29,Male,Belt,Accessories,81,New Jersey,Olive,Spring,East
1283,24,Male,Shirt,Clothing,68,New Hampshire,Violet,Winter,East
1284,69,Male,Shirt,Clothing,94,Oregon,Violet,Winter,West
1285,65,Male,Dress,Clothing,93,Arkansas,Black,Spring,East
1286,64,Male,Gloves,Accessories,99,North Carolina,Charcoal,Fall,East
1287,40,Male,Gloves,Accessories,49,West Virginia,Yellow,Winter,East
1288,24,Male,Jeans,Clothing,28,Utah,Blue,Winter,West
1289,66,Male,Belt,Accessories,93,South Dakota,Charcoal,Winter,West
1290,35,Male,Jacket,Outerwear,24,New Hampshire,Red,Fall,East
1291,67,Male,Skirt,Clothing,35,Maryland,Indigo,Spring,East
1292,69,Male,Sandals,Footwear,68,South Dakota,Beige,Spring,West
1293,26,Male,Belt,Accessories,61,Kentucky,Maroon,Summer,East
1294,23,Male,Sweater,Clothing,74,Florida,Yellow,Fall,East
1295,27,Male,Shirt,Clothing,64,Texas,Silver,Summer,West
1296,30,Male,Sneakers,Footwear,60,New Mexico,Olive,Fall,West
1297,48,Male,Jeans,Clothing,29,South Dakota,Teal,Spring,West
1298,44,Male,Sandals,Footwear,85,New Jersey,Silver,Summer,East
1299,29,Male,Pants,Clothing,81,Indiana,Indigo,Summer,East
1300,29,Male,Belt,Accessories,23,Louisiana,Teal,Fall,East
1301,67,Male,T-shirt,Clothing,100,West Virginia,Charcoal,Spring,East
1302,42,Male,Shirt,Clothing,54,Maine,Orange,Fall,East
1303,23,Male,Sneakers,Footwear,25,Idaho,Gold,Fall,West
1304,34,Male,Blouse,Clothing,32,New York,Silver,Summer,East
1305,64,Male,Backpack,Accessories,63,Montana,Orange,Spring,West
1306,31,Male,Pants,Clothing,56,Mississippi,Peach,Spring,East
1308,23,Male,Coat,Outerwear,32,Missouri,Black,Summer,East
